"year","state","state_po","state_fips","state_cen","state_ic","office","candidate","party_detailed","writein","candidatevotes","totalvotes","version","notes","party_simplified"
1996,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1703,1392614,"20210113",NA,"OTHER"
1996,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","","",TRUE,5,1392614,"20210113",NA,"OTHER"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,140355,270810,"20210113",NA,"DEMOCRAT"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,99062,270810,"20210113",NA,"REPUBLICAN"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","PEROT, ROSS","UNAFFILIATED",FALSE,28719,270810,"20210113",NA,"OTHER"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2052,270810,"20210113",NA,"LIBERTARIAN"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,348,270810,"20210113",NA,"OTHER"
1996,"DELAWARE","DE",10,51,11,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,274,270810,"20210113",NA,"OTHER"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,158220,185726,"20210113",NA,"DEMOCRAT"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,17339,185726,"20210113",NA,"REPUBLICAN"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,4780,185726,"20210113",NA,"OTHER"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,3611,185726,"20210113",NA,"OTHER"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","","",TRUE,648,185726,"20210113",NA,"OTHER"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,588,185726,"20210113",NA,"LIBERTARIAN"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,283,185726,"20210113",NA,"OTHER"
1996,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,257,185726,"20210113",NA,"OTHER"
1996,"FLORIDA","FL",12,59,43,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,2546870,5303154,"20210113",NA,"DEMOCRAT"
1996,"FLORIDA","FL",12,59,43,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,2244536,5303154,"20210113",NA,"REPUBLICAN"
1996,"FLORIDA","FL",12,59,43,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,483870,5303154,"20210113",NA,"OTHER"
1996,"FLORIDA","FL",12,59,43,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,23326,5303154,"20210113",NA,"LIBERTARIAN"
1996,"FLORIDA","FL",12,59,43,"US PRESIDENT","","",TRUE,4552,5303154,"20210113",NA,"OTHER"
1996,"GEORGIA","GA",13,58,44,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1080843,2298899,"20210113",NA,"REPUBLICAN"
1996,"GEORGIA","GA",13,58,44,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1053849,2298899,"20210113",NA,"DEMOCRAT"
1996,"GEORGIA","GA",13,58,44,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,146337,2298899,"20210113",NA,"OTHER"
1996,"GEORGIA","GA",13,58,44,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,17870,2298899,"20210113",NA,"LIBERTARIAN"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,205012,360120,"20210113",NA,"DEMOCRAT"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,113943,360120,"20210113",NA,"REPUBLICAN"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,27358,360120,"20210113",NA,"OTHER"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,10386,360120,"20210113",NA,"OTHER"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2493,360120,"20210113",NA,"LIBERTARIAN"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,570,360120,"20210113",NA,"OTHER"
1996,"HAWAII","HI",15,95,82,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,358,360120,"20210113",NA,"OTHER"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,256595,491711,"20210113",NA,"REPUBLICAN"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,165443,491711,"20210113",NA,"DEMOCRAT"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,62518,491711,"20210113",NA,"OTHER"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,3325,491711,"20210113",NA,"LIBERTARIAN"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,2230,491711,"20210113",NA,"OTHER"
1996,"IDAHO","ID",16,82,63,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1600,491711,"20210113",NA,"OTHER"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,2341744,4311391,"20210113",NA,"DEMOCRAT"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1587021,4311391,"20210113",NA,"REPUBLICAN"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,346408,4311391,"20210113",NA,"OTHER"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,22548,4311391,"20210113",NA,"LIBERTARIAN"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,7606,4311391,"20210113",NA,"OTHER"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,4606,4311391,"20210113",NA,"OTHER"
1996,"ILLINOIS","IL",17,33,21,"US PRESIDENT","","",TRUE,1458,4311391,"20210113",NA,"OTHER"
1996,"INDIANA","IN",18,32,22,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1006693,2135431,"20210113",NA,"REPUBLICAN"
1996,"INDIANA","IN",18,32,22,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,887424,2135431,"20210113",NA,"DEMOCRAT"
1996,"INDIANA","IN",18,32,22,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,224299,2135431,"20210113",NA,"OTHER"
1996,"INDIANA","IN",18,32,22,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,15632,2135431,"20210113",NA,"LIBERTARIAN"
1996,"INDIANA","IN",18,32,22,"US PRESIDENT","","",TRUE,1383,2135431,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,620258,1234075,"20210113",NA,"DEMOCRAT"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,492644,1234075,"20210113",NA,"REPUBLICAN"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,105159,1234075,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,6550,1234075,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,3349,1234075,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2315,1234075,"20210113",NA,"LIBERTARIAN"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,2229,1234075,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","SCATTERING","",FALSE,1240,1234075,"20210113",NA,"OTHER"
1996,"IOWA","IA",19,42,31,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,331,1234075,"20210113",NA,"OTHER"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,583245,1074300,"20210113",NA,"REPUBLICAN"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,387659,1074300,"20210113",NA,"DEMOCRAT"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,92639,1074300,"20210113",NA,"OTHER"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","","INDEPENDENT",FALSE,5174,1074300,"20210113",NA,"OTHER"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,4557,1074300,"20210113",NA,"LIBERTARIAN"
1996,"KANSAS","KS",20,47,32,"US PRESIDENT","","",TRUE,1026,1074300,"20210113",NA,"OTHER"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,636614,1388708,"20210113",NA,"DEMOCRAT"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,623283,1388708,"20210113",NA,"REPUBLICAN"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,120396,1388708,"20210113",NA,"OTHER"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,4009,1388708,"20210113",NA,"LIBERTARIAN"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,2204,1388708,"20210113",NA,"OTHER"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1493,1388708,"20210113",NA,"OTHER"
1996,"KENTUCKY","KY",21,61,51,"US PRESIDENT","","",TRUE,709,1388708,"20210113",NA,"OTHER"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,927837,1783959,"20210113",NA,"DEMOCRAT"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,712586,1783959,"20210113",NA,"REPUBLICAN"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,123293,1783959,"20210113",NA,"OTHER"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,7499,1783959,"20210113",NA,"LIBERTARIAN"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","NADER, RALPH","LIBERTY, ECOLOGY, COMMUNITY",FALSE,4719,1783959,"20210113",NA,"OTHER"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,3366,1783959,"20210113",NA,"OTHER"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,2981,1783959,"20210113",NA,"OTHER"
1996,"LOUISIANA","LA",22,72,45,"US PRESIDENT","MOOREHEAD, MONICA","WORKERS WORLD",FALSE,1678,1783959,"20210113",NA,"OTHER"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,312788,605897,"20210113",NA,"DEMOCRAT"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,186378,605897,"20210113",NA,"REPUBLICAN"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,85970,605897,"20210113",NA,"OTHER"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,15279,605897,"20210113",NA,"OTHER"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2996,605897,"20210113",NA,"LIBERTARIAN"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,1517,605897,"20210113",NA,"OTHER"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,825,605897,"20210113",NA,"OTHER"
1996,"MAINE","ME",23,11,2,"US PRESIDENT","OTHER","",FALSE,144,605897,"20210113",NA,"OTHER"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,966207,1780870,"20210113",NA,"DEMOCRAT"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,681530,1780870,"20210113",NA,"REPUBLICAN"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,115812,1780870,"20210113",NA,"OTHER"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,8765,1780870,"20210113",NA,"LIBERTARIAN"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,3402,1780870,"20210113",NA,"OTHER"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","","",TRUE,2637,1780870,"20210113",NA,"OTHER"
1996,"MARYLAND","MD",24,52,52,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,2517,1780870,"20210113",NA,"OTHER"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1571509,2556459,"20210113",NA,"DEMOCRAT"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,718058,2556459,"20210113",NA,"REPUBLICAN"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,227206,2556459,"20210113",NA,"OTHER"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,20424,2556459,"20210113",NA,"LIBERTARIAN"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","OTHER","",FALSE,6180,2556459,"20210113",NA,"OTHER"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,5183,2556459,"20210113",NA,"OTHER"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","","",TRUE,4623,2556459,"20210113",NA,"OTHER"
1996,"MASSACHUSETTS","MA",25,14,3,"US PRESIDENT","MOOREHEAD, MONICA","WORKERS WORLD",FALSE,3276,2556459,"20210113",NA,"OTHER"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1989653,3848844,"20210113",NA,"DEMOCRAT"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1481212,3848844,"20210113",NA,"REPUBLICAN"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,336670,3848844,"20210113",NA,"OTHER"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,27670,3848844,"20210113",NA,"LIBERTARIAN"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","","",TRUE,4678,3848844,"20210113",NA,"OTHER"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,4254,3848844,"20210113",NA,"OTHER"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","MOOREHEAD, MONICA","WORKERS WORLD",FALSE,3153,3848844,"20210113",NA,"OTHER"
1996,"MICHIGAN","MI",26,34,23,"US PRESIDENT","WHITE, JEROME """"JERRY""""","SOCIALIST EQUALITY PARTY",FALSE,1554,3848844,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1120380,2192492,"20210113",NA,"DEMOCRAT"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,766395,2192492,"20210113",NA,"REPUBLICAN"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,257698,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,24906,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,8271,2192492,"20210113",NA,"LIBERTARIAN"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","PERON, DENNIS","GRASSROOTS",FALSE,4898,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,3415,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","","",TRUE,2903,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1808,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","BIRRENBACK, JOHN","INDEPENDENT GRASSROOTS",FALSE,787,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,684,2192492,"20210113",NA,"OTHER"
1996,"MINNESOTA","MN",27,41,33,"US PRESIDENT","WHITE, JEROME """"JERRY""""","SOCIALIST EQUALITY PARTY",FALSE,347,2192492,"20210113",NA,"OTHER"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,439838,893857,"20210113",NA,"REPUBLICAN"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,394022,893857,"20210113",NA,"DEMOCRAT"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","","INDEPENDENT",FALSE,53427,893857,"20210113",NA,"OTHER"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2809,893857,"20210113",NA,"LIBERTARIAN"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,2314,893857,"20210113",NA,"OTHER"
1996,"MISSISSIPPI","MS",28,64,46,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1447,893857,"20210113",NA,"OTHER"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1025935,2158065,"20210113",NA,"DEMOCRAT"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,890016,2158065,"20210113",NA,"REPUBLICAN"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,217188,2158065,"20210113",NA,"OTHER"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,11521,2158065,"20210113",NA,"OTHER"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,10522,2158065,"20210113",NA,"LIBERTARIAN"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,2287,2158065,"20210113",NA,"OTHER"
1996,"MISSOURI","MO",29,43,34,"US PRESIDENT","","INDEPENDENT",FALSE,596,2158065,"20210113",NA,"OTHER"
1996,"MONTANA","MT",30,81,64,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,179652,407083,"20210113",NA,"REPUBLICAN"
1996,"MONTANA","MT",30,81,64,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,167922,407083,"20210113",NA,"DEMOCRAT"
1996,"MONTANA","MT",30,81,64,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,55229,407083,"20210113",NA,"OTHER"
1996,"MONTANA","MT",30,81,64,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2526,407083,"20210113",NA,"LIBERTARIAN"
1996,"MONTANA","MT",30,81,64,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1754,407083,"20210113",NA,"OTHER"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,363467,677415,"20210113",NA,"REPUBLICAN"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,236761,677415,"20210113",NA,"DEMOCRAT"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,71278,677415,"20210113",NA,"OTHER"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2792,677415,"20210113",NA,"LIBERTARIAN"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,1928,677415,"20210113",NA,"OTHER"
1996,"NEBRASKA","NE",31,46,35,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,1189,677415,"20210113",NA,"OTHER"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,203974,464279,"20210113",NA,"DEMOCRAT"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,199244,464279,"20210113",NA,"REPUBLICAN"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,43986,464279,"20210113",NA,"OTHER"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","NONE OF THE ABOVE","",FALSE,5608,464279,"20210113",NA,"OTHER"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,4730,464279,"20210113",NA,"OTHER"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,4460,464279,"20210113",NA,"LIBERTARIAN"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","PHILLIPS, HOWARD","INDEPENDENT AMERICAN",FALSE,1732,464279,"20210113",NA,"OTHER"
1996,"NEVADA","NV",32,88,65,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,545,464279,"20210113",NA,"OTHER"
1996,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,246166,496597,"20210113",NA,"DEMOCRAT"
1996,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,196486,496597,"20210113",NA,"REPUBLICAN"
1996,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,48387,496597,"20210113",NA,"OTHER"
1996,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,4214,496597,"20210113",NA,"LIBERTARIAN"
1996,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,1344,496597,"20210113",NA,"OTHER"
1996,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,1652361,3075860,"20210113",NA,"DEMOCRAT"
1996,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1103099,3075860,"20210113",NA,"REPUBLICAN"
1996,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","","INDEPENDENT",FALSE,320400,3075860,"20210113",NA,"OTHER"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,273495,556074,"20210113",NA,"DEMOCRAT"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,232751,556074,"20210113",NA,"REPUBLICAN"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","PEROT, ROSS","REFORM PARTY",FALSE,32257,556074,"20210113",NA,"OTHER"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","NADER, RALPH","GREEN",FALSE,13218,556074,"20210113",NA,"OTHER"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","BROWNE, HARRY","LIBERTARIAN",FALSE,2996,556074,"20210113",NA,"LIBERTARIAN"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","PHILLIPS, HOWARD","U.S. TAXPAYERS PARTY",FALSE,713,556074,"20210113",NA,"OTHER"
1996,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","HAGELIN, JOHN","NATURAL LAW",FALSE,644,556074,"20210113",NA,"OTHER"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","CLINTON, BILL","DEMOCRAT",FALSE,3649630,6439129,"20210113",NA,"DEMOCRAT"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","DOLE, ROBERT","REPUBLICAN",FALSE,1738707,6439129,"20210113",NA,"REPUBLICAN"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","PEROT, ROSS","INDEPENDENCE",FALSE,503458,6439129,"20210113",NA,"OTHER"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","DOLE, ROBERT","CONSERVATIVE",FALSE,183392,6439129,"20210113",NA,"OTHER"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","BLANK VOTE/SCATTERING","",FALSE,123000,6439129,"20210113",NA,"OTHER"
1996,"NEW YORK","NY",36,21,13,"US PRESIDENT","CLINTON, BILL","LIBERAL PARTY",FALSE,106547,6439129,"20210113",NA,"OTHER"
