Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
INVH,Invitation Homes,Single-Family Residential REITs,31.15,43.263885,0.0374,0.72,30.13,37.8,19082676224,1407630976,7.470035,1.9243838,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INVH
IQV,IQVIA,Life Sciences Tools & Services,201.36,26.45992,,7.61,187.62,261.73,36546838528,2827000064,2.3863428,5.2485337,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV
IRM,Iron Mountain,Other Specialized REITs,101.57,282.1389,0.027999999,0.36,66.2,130.24,29806731264,2001980032,4.9773626,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J.B. Hunt,Cargo Ground Transportation,171.22,30.794964,0.0092,5.56,153.12,219.51,17217028096,1577556992,1.4060966,4.3157816,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,106.89,21.59394,0.038,4.95,99.81,134.62,11374806016,1977900032,1.3384329,1.475342,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JBL,Jabil,Electronic Manufacturing Services,162.41,15.336166,0.0022,10.59,95.85,174.8,17789579264,2143000064,0.6159187,10.635191,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBL
JKHY,Jack Henry & Associates,Transaction & Payment Processing Services,174.09,31.826326,0.0126,5.47,157.0,189.63,12701484032,571171968,5.657281,6.598067,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JKHY
J,Jacobs Solutions,Construction & Engineering,140.13,29.19375,0.0083,4.8,111.22807,150.54,17378502656,1476304000,1.0253645,2.6314507,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=J
JNJ,Johnson & Johnson,Pharmaceuticals,152.15,26.36915,0.0335,5.77,140.68,168.85,368053878784,30051999744,4.196929,5.2206287,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls,Building Products,78.0,37.5,0.0189,2.08,52.79,87.16,51490840576,3232000000,2.2434142,3.22354,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase,Diversified Banks,267.3,13.541033,0.0202,19.74,172.62,270.82,747798462464,,4.6118264,2.3213198,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,Communications Equipment,34.86,45.868423,0.0256,0.76,34.3,39.79,11541762048,498500000,2.292625,2.4844987,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
K,Kellanova,Packaged Foods & Meats,81.73,27.33445,0.0278,2.99,52.46,82.06,28172167168,2032000000,2.2011225,7.7183876,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KVUE,Kenvue,Personal Care Products,21.29,38.70909,0.0378,0.55,17.67,24.46,40818466816,3454000128,2.6404338,3.8325834,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVUE
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,32.1,19.337349,0.028499998,1.66,28.62,38.28,43542044672,4230000128,2.8744419,1.7438068,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KDP
KEY,KeyCorp,Regional Banks,17.98,,0.0448,-0.32,13.11,20.04,19900084224,,4.101419,1.2417984,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KEYS,Keysight Technologies,Electronic Equipment & Instruments,178.35,50.811966,,3.51,119.72,180.26,30837966848,1187000064,6.163895,5.917189,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEYS
KMB,Kimberly-Clark,Household Products,129.97,17.21457,0.037100002,7.55,117.67,149.31,43124047872,3897999872,2.1454751,33.73216,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Retail REITs,22.45,41.574074,0.044099998,0.54,17.57,25.83,15133119488,1195842048,7.708316,1.4380885,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Oil & Gas Storage & Transportation,27.48,23.48718,0.0374,1.17,16.47,31.48,61050662912,6568999936,4.029481,2.0078912,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KKR,KKR,Asset Management & Custody Banks,167.07,51.564816,0.0042,3.24,87.28,170.4,154171867136,,5.542496,6.1563125,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KKR
KLAC,KLA Corporation,Semiconductor Materials & Equipment,738.24,31.070705,0.0092,23.76,593.01,896.32,98746982400,4249192960,9.627435,29.462427,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KHC,Kraft Heinz,Packaged Foods & Meats,29.84,26.882883,0.0529,1.11,28.37,38.96,36081635328,6446000128,1.3808509,0.74648523,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger,Food Retail,61.64,16.306879,0.0214,3.78,44.48,63.59,44603072512,8067999744,0.29695392,4.9959474,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LHX,L3Harris,Aerospace & Defense,212.01,26.939009,0.0219,7.87,200.18,265.74,40211513344,3705999872,1.901973,2.1152773,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LHX
LH,LabCorp,Health Care Services,249.8,47.310604,0.0114,5.28,191.97,252.71,20893095936,1673500032,1.6434692,2.5590854,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Semiconductor Materials & Equipment,81.05,24.63526,0.012200001,3.29,68.87,113.0,104146010112,4920197120,6.6797514,12.374046,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LW,Lamb Weston,Packaged Foods & Meats,59.94,23.598425,0.0184,2.54,52.99,107.5,8549900800,1294400000,1.324252,4.816779,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LW
LVS,Las Vegas Sands,Casinos & Gaming,45.83,23.382654,0.0184,1.96,36.62,56.61,33227941888,3863000064,2.9361086,9.697419,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LVS
LDOS,Leidos,Diversified Support Services,142.03,16.158134,0.0113,8.79,108.97,202.9,18951489536,2056999936,1.1643109,4.104439,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDOS
LEN,Lennar,Homebuilding,131.24,9.171209,0.0137,14.31,124.30784,187.6089,34666786816,5534482944,0.95074534,1.2986089,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LLY,Lilly (Eli),Pharmaceuticals,811.08,87.212906,0.0073,9.3,659.74,972.53,729417187328,16566500352,17.850178,51.253082,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LIN,Linde plc,Industrial Gases,446.12,33.873955,0.0125,13.17,396.07,487.49,212423606272,12581000192,6.432206,5.422699,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
LYV,Live Nation Entertainment,Movies & Entertainment,144.68,162.5618,,0.89,86.67,145.33,33363062784,1534734976,1.4309411,115.19107,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYV
LKQ,LKQ Corporation,Distributors,37.39,13.797048,0.031400003,2.71,35.56,53.68,9719904256,1732000000,0.67038447,1.5665982,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT,Lockheed Martin,Aerospace & Defense,462.95,20.769403,0.026199998,22.29,413.92,618.95,108971950080,10225999872,1.5284655,15.174709,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L,Loews Corporation,Multi-line Insurance,85.45,11.363031,0.0029,7.52,71.52,87.45,18506504192,3233999872,1.0745851,1.0778118,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW,Lowe's,Home Improvement Retail,260.04,21.651957,0.016900001,12.01,211.8,287.01,146831589376,12433000448,1.7475166,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods",414.2,29.99276,,13.81,226.01,480.94,50442936320,2699964928,5.0497017,12.353486,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
LYB,LyondellBasell,Specialty Chemicals,75.7,11.487101,0.0704,6.59,72.21,107.02,24584103936,4421000192,0.6035279,1.7923098,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB,M&T Bank,Regional Banks,201.24,13.745902,0.0269,14.64,128.31,225.7,33389940736,,3.9286907,1.2625636,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MRO,Marathon Oil,Oil & Gas Exploration & Production,,,,,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,145.71,11.29535,0.024300002,12.9,130.54,221.11,46829592576,10341000192,0.32823712,2.5012445,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MKTX,MarketAxess,Financial Exchanges & Data,220.63,29.895664,0.0136,7.38,192.42,296.68,8318722048,412735008,10.245476,6.0040274,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKTX
MAR,Marriott International,"Hotels, Resorts & Cruise Lines",290.59,30.460167,0.0086,9.54,204.55,295.45,80752926720,4112999936,12.291162,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
MMC,Marsh McLennan,Insurance Brokers,216.88,26.5459,0.0149,8.17,191.87,235.5,106514538496,7246000128,4.4482994,7.7801695,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM,Martin Marietta Materials,Construction Materials,544.12,16.882408,0.0058,32.23,490.05,633.23,33255579648,1945500032,5.105874,3.6269588,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS,Masco,Building Products,79.28,21.085106,0.0143,3.76,63.81,86.7,17104579584,1494000000,2.1700811,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA,Mastercard,Transaction & Payment Processing Services,555.43,40.810432,0.0055,13.61,428.86,565.54,517369167872,16784000000,19.002762,68.68183,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MTCH,Match Group,Interactive Media & Services,35.7,16.008968,0.0216,2.23,27.655,38.84,8963949568,993089984,2.5718384,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTCH
MKC,McCormick & Company,Packaged Foods & Meats,77.23,26.448631,0.024600001,2.92,64.33,85.49,20692699136,1270200064,3.0984054,3.8227,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD,McDonald's,Restaurants,288.7,25.503536,0.024400001,11.32,243.53,317.9,208049078272,13845499904,8.020798,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK,McKesson Corporation,Health Care Distributors,594.75,30.736433,0.0047,19.35,464.42,637.51,75497562112,4889999872,0.22865091,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT,Medtronic,Health Care Equipment,90.82,27.7737,0.032,3.27,75.96,93.08,116457578496,9013000192,3.5748405,2.3717747,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK,Merck & Co.,Pharmaceuticals,98.82,20.67364,0.0327,4.78,94.48,134.63,249979011072,22927998976,3.956992,5.6224394,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
META,Meta Platforms,Interactive Media & Services,689.18,28.823923,0.003,23.91,414.5,705.2999,1740620562432,79208996864,11.141612,10.5725155,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=META
MET,MetLife,Life & Health Insurance,86.51,17.547668,0.0251,4.93,64.61,89.05,59901251584,7036000256,0.83961165,1.9429533,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD,Mettler Toledo,Life Sciences Tools & Services,1364.44,36.767445,,37.11,1133.46,1546.93,28793366528,1142445056,7.6532793,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
MGM,MGM Resorts,Casinos & Gaming,34.48,12.358423,,2.79,31.61,48.25,10266075136,2556987904,0.5961143,3.167371,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
MCHP,Microchip Technology,Semiconductors,54.3,37.708332,0.033,1.44,53.98,100.57,29159641088,1950800000,5.3050323,4.646188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU,Micron Technology,Semiconductors,91.24,26.523254,0.0044,3.44,79.15,157.54,103061061632,8944000000,4.10422,2.2420444,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT,Microsoft,Systems Software,415.06,33.44561,0.0075,12.41,385.58,468.35,3085547601920,136551997440,12.138745,11.492731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA,Mid-America Apartment Communities,Multi-Family Residential REITs,152.58,34.44244,0.0399,4.43,121.51,167.39,18302885888,1247618048,8.38263,2.997937,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MRNA,Moderna,Biotechnology,39.42,,,-5.81,31.94,170.47,15169524736,-2361999872,2.9855392,1.2724749,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRNA
MHK,Mohawk Industries,Home Furnishings,122.3,13.819209,,8.85,101.83,164.29,7719735296,1549473024,0.713996,0.9831348,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
MOH,Molina Healthcare,Managed Health Care,310.41,15.7969475,,19.65,272.69,423.92,17755451392,1814000000,0.4729238,3.7093112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOH
TAP,Molson Coors Beverage Company,Brewers,54.75,12.331081,0.0319,4.44,49.19,69.18,11286548480,2418400000,0.96613216,0.8471823,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ,Mondelez International,Packaged Foods & Meats,57.99,20.563831,0.0322,2.82,55.97,77.2,77543653376,7414000128,2.1449933,2.7839656,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MPWR,Monolithic Power Systems,Semiconductors,637.37,72.0192,0.007900001,8.85,546.71,959.64,31090909184,522235008,15.244774,13.2204275,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPWR
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,48.71,31.22436,,1.56,43.32,61.23,47371448320,2105284992,6.3922386,8.1961975,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO,Moody's Corporation,Financial Exchanges & Data,499.44,45.69442,0.0068,10.93,360.05,505.775,90514014208,3313999872,13.125582,23.179096,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS,Morgan Stanley,Investment Banking & Brokerage,138.43,17.412579,0.028299998,7.95,83.09,141.48,222457004032,,3.8169074,2.376644,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MOS,Mosaic Company (The),Fertilizers & Agricultural Chemicals,27.89,24.681416,0.0308,1.13,23.56,33.44,8859118592,1908199936,0.7732899,0.7507605,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
MSI,Motorola Solutions,Communications Equipment,469.25,51.45285,0.0092,9.12,314.84,507.82,78421524480,3152000000,7.3600683,59.0623,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MSCI,MSCI,Financial Exchanges & Data,596.77,42.444523,0.010199999,14.06,439.95,642.45,46769639424,1622592000,16.687202,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSCI
NDAQ,"Nasdaq, Inc.",Financial Exchanges & Data,82.34,42.66321,0.0117999995,1.93,54.9,83.77,47325573120,2512000000,6.7444167,4.274294,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NTAP,NetApp,"Technology Hardware, Storage & Peripherals",122.1,22.527676,0.0164,5.42,83.8,135.45,24823662592,1582000000,3.8926866,21.948587,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX,Netflix,Movies & Entertainment,976.76,49.009533,,19.93,542.01,999.0,417815920640,9976898560,11.115886,18.376385,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NEM,Newmont,Gold,42.72,,0.0232,-2.17,29.42,58.72,49055805440,6008999936,2.887844,1.6448483,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA,News Corp (Class A),Publishing,28.12,45.35484,0.0070999996,0.62,22.65,30.04,16623195136,1270000000,1.6356583,1.9395779,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS,News Corp (Class B),Publishing,31.65,51.048386,0.0063,0.62,23.99,32.87,16625808384,1270000000,1.6359154,2.1830597,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE,NextEra Energy,Multi-Utilities,71.56,21.23442,0.0298,3.37,53.95,86.1,147155976192,14577999872,5.6067963,2.9401371,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NKE,"Nike, Inc.","Apparel, Accessories & Luxury Goods",76.9,24.18239,0.0208,3.18,70.32,107.43,115859849216,7200999936,2.316641,8.0095825,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI,NiSource,Multi-Utilities,37.3,22.743902,0.0297,1.64,24.8,38.83,17410856960,2324999936,3.291713,2.086013,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NDSN,Nordson Corporation,Industrial Machinery & Supplies & Components,220.22,27.12069,0.0125,8.12,196.83,279.38,12571875328,818784000,4.71784,4.412607,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDSN
NSC,Norfolk Southern Railway,Rail Transportation,255.3,22.065687,0.0214,11.57,206.71,277.6,57779748864,5888000000,4.7469397,4.1899853,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS,Northern Trust,Asset Management & Custody Banks,112.29,11.493346,0.0274,9.77,76.67,113.91,22005471232,,2.8005333,1.8760651,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC,Northrop Grumman,Aerospace & Defense,487.27,17.199787,0.0171,28.33,418.6,555.57,70630760448,4457999872,1.7233319,4.8176346,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NCLH,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines",28.35,24.868422,,1.14,14.69,29.29,12465722368,2335180032,1.3322719,10.97986,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH
NRG,NRG Energy,Independent Power Producers & Energy Traders,102.44,25.356436,0.0168,4.04,51.26,115.38,20750862336,2192999936,0.7379921,11.226301,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE,Nucor,Steel,128.43,15.198816,0.018,8.45,112.25,203.0,30157031424,4940151808,0.96154976,1.4730237,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA,Nvidia,Semiconductors,120.07,49.209015,0.00029999999,2.44,63.69,153.13,3052683657216,61184000000,31.697422,68.84748,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
NVR,"NVR, Inc.",Homebuilding,8016.18,15.831615,,506.34,7129.1,9964.77,24919658496,2071504000,2.4237614,5.751928,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVR
NXPI,NXP Semiconductors,Semiconductors,208.55,19.937859,0.019199999,10.46,202.25,296.08,53004234752,4640000000,4.100908,5.631768,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NXPI
ORLY,O'Reilly Auto Parts,Automotive Retail,1294.42,32.079803,,40.35,947.49,1310.25,74727776256,3685244928,4.5441327,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,46.65,12.780822,0.018,3.65,45.17,71.19,43773702144,12931000320,1.6130635,1.6586077,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
ODFL,Old Dominion,Cargo Ground Transportation,185.61,32.449303,0.0056,5.72,165.49,233.26,39627362304,1971409024,6.6886916,9.502868,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ODFL
OMC,Omnicom Group,Advertising,86.79,11.856557,0.0324,7.32,81.42,107.0,17052585984,2420600064,1.1053154,4.285291,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
ON,ON Semiconductor,Semiconductors,52.34,12.987593,,4.03,51.955,85.16,22286215168,2716600064,3.0206718,2.595329,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ON
OKE,ONEOK,Oil & Gas Storage & Transportation,97.17,20.586864,0.041300002,4.72,67.05,118.07,56645545984,5612000256,2.8417974,3.3613532,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL,Oracle Corporation,Application Software,170.06,41.57946,0.0083,4.09,106.51,198.31,475651014656,21802999808,8.838633,53.833492,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
OTIS,Otis Worldwide,Industrial Machinery & Supplies & Components,95.42,23.444715,0.0163,4.07,89.29,106.33,38116569088,2507000064,2.6831317,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OTIS
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,110.88,14.035442,0.012,7.9,90.04,125.5,58145472512,5908100096,1.6692687,3.1146069,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PKG,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,212.66,23.81411,0.021,8.93,159.57,250.82,19097909248,1624999936,2.3361073,4.4477444,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG
PLTR,Palantir Technologies,Internet Services & Infrastructure,82.49,412.44998,,0.2,16.145,85.22,187913879552,397707008,71.009026,41.619576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLTR
PANW,Palo Alto Networks,Systems Software,184.42,47.777203,,3.86,130.045,207.24,121016401920,1094400000,15.075229,11.597283,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PANW
PARA,Paramount Global,Movies & Entertainment,10.88,,0.0182,-9.06,9.54,14.55,7728977920,3124999936,0.26774442,0.436422,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PARA
PH,Parker Hannifin,Industrial Machinery & Supplies & Components,707.05,29.204874,0.0098,24.21,488.45,718.32,91011473408,4962157056,4.553738,7.5323052,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PAYX,Paychex,Human Resource & Employment Services,147.67,31.08842,0.028900001,4.75,114.72,150.71,53170503680,2358799872,10.011769,13.990525,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PAYC,Paycom,Human Resource & Employment Services,207.56,24.977135,0.0073,8.31,139.5,242.74,11968324608,667798016,6.561862,7.711112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYC
PYPL,PayPal,Transaction & Payment Processing Services,88.58,21.396137,,4.14,55.77,93.66,89797091328,6120999936,2.854598,4.4170737,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR,Pentair,Industrial Machinery & Supplies & Components,103.68,25.92,0.0097,4.0,72.03,110.71,17131151360,978700032,4.1839423,4.8963404,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,150.69,22.424109,0.0357,6.72,141.51,183.41,208405790720,16913000448,2.267252,10.635941,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PFE,Pfizer,Pharmaceuticals,26.52,35.36,0.0639,0.75,24.48,31.54,150288580608,18365999104,2.531176,1.6281925,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
PCG,PG&E Corporation,Multi-Utilities,15.65,12.2265625,0.0064,1.28,15.32,21.72,34328428544,9317999616,1.3825941,1.2466146,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM,Philip Morris International,Tobacco,130.2,20.699522,0.0414,6.29,87.82,134.15,202438852608,15301000192,5.4391265,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX,Phillips 66,Oil & Gas Refining & Marketing,117.87,15.05364,0.0381,7.83,108.91,174.08,48679014400,5571999744,0.32949555,1.6948252,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW,Pinnacle West,Multi-Utilities,86.96,16.345863,0.041100003,5.32,65.2,95.42,9887351808,1978172032,1.969168,1.4934652,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PNC,PNC Financial Services,Diversified Banks,200.95,14.625182,0.0319,13.74,139.69,216.26,79563538432,,3.8841798,1.6132269,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
POOL,Pool Corporation,Distributors,344.25,29.574741,0.0138,11.64,293.51,422.73,13100605440,679414976,2.4595037,9.151934,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=POOL
PPG,PPG Industries,Specialty Chemicals,115.38,18.285261,0.0222,6.31,113.0,145.6,26768158720,2870000128,1.4846455,3.4370997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL,PPL Corporation,Electric Utilities,33.6,30.27027,0.0308,1.11,25.35,35.15,24795791360,3276000000,2.9939377,1.7590702,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PFG,Principal Financial Group,Life & Health Insurance,82.45,,0.035,-0.74,72.21,91.98,18858457088,-15100000,1.3406645,1.6823441,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG,Procter & Gamble,Personal Care Products,165.99,26.431528,0.0249,6.28,153.52,180.43,389221646336,24039999488,4.6388373,7.9057918,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR,Progressive Corporation,Property & Casualty Insurance,246.44,17.11389,0.0199,14.4,179.68,270.62,144367271936,10823199744,2.0062325,5.315446,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD,Prologis,Industrial REITs,119.25,36.02719,0.0327,3.31,100.82,135.76,110446362624,5739131904,13.40497,2.0835154,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU,Prudential Financial,Life & Health Insurance,120.76,10.75334,0.0427,11.23,101.72,130.55,42982227968,5557333504,0.58907205,1.4131414,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PTC,PTC Inc.,Application Software,193.48,62.21222,,3.11,163.3,203.09,23286478848,698484992,10.131287,7.229924,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PTC
PEG,Public Service Enterprise Group,Electric Utilities,83.54,20.525799,0.0286,4.07,57.24,95.22,41621716992,4044999936,3.9905767,2.5848572,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
